,NAME,PSRJ,P0,P1,BINCOMP,
1725,J1809-1429,J1809-1429,0.895285,5.24E-15,NAN,
1726,J1809+17,J1809+17,2.0667,NAN,NAN,
1727,J1809-1850,J1809-1850,1.124481,1.06E-14,NAN,
1728,J1809-1917,J1809-1917,0.082747,2.55E-14,NAN,
1729,J1809-1943,J1809-1943,5.540743,2.83E-12,NAN,
1730,J1809-2004,J1809-2004,0.434811,7.28E-15,NAN,
1731,B1806-21,J1809-2109,0.702414,3.82E-15,NAN,
1732,J1809-2332,J1809-2332,0.146789,3.44E-14,NAN,
1733,J1809-3547,J1809-3547,0.860388,1.2E-16,NAN,
1734,J1810+07,J1810+07,0.3077,NAN,NAN,
1735,J1810-1441,J1810-1441,0.217214,2.39E-17,NAN,
1736,J1810+1744,J1810+1744,0.00166,NAN,UL,
1737,J1810-1820,J1810-1820,0.153716,5.22E-17,NAN,
1738,J1810-2005,J1810-2005,0.032822,1.47E-19,He,
1739,B1806-53,J1810-5338,0.261049,3.83E-16,NAN,
1740,J1811-0154,J1811-0154,0.924945,1.61E-15,NAN,
1741,J1811+0702,J1811+0702,0.461713,2.69E-15,NAN,
1742,J1811-1049,J1811-1049,2.623859,8E-16,NAN,
1743,J1811-1717,J1811-1717,0.391385,1.2E-16,NAN,
1744,J1811-1736,J1811-1736,0.104182,9.01E-19,NS,
1745,J1811-1835,J1811-1835,0.557464,6.31E-15,NAN,
1746,J1811-1925,J1811-1925,0.064667,4.4E-14,NAN,
1747,J1811-2405,J1811-2405,0.002661,1.34E-20,He,
1748,J1811-2439,J1811-2439,0.415813,2.97E-16,NAN,
1749,J1811-4930,J1811-4930,1.432704,2.25E-15,NAN,
1750,B1810+02,J1812+0226,0.793903,3.6E-15,NAN,
1751,B1809-173,J1812-1718,1.205374,1.91E-14,NAN,
1752,B1809-176,J1812-1733,0.538341,9.82E-16,NAN,
1753,J1812-1910,J1812-1910,0.430991,3.77E-14,NAN,
1754,J1812-2102,J1812-2102,1.223352,2.39E-14,NAN,
1755,J1812-2526,J1812-2526,0.315835,1.77E-16,NAN,
1756,J1812-2748,J1812-2748,0.236983,3.16E-16,NAN,
1757,J1812-3039,J1812-3039,0.587477,6.6E-16,NAN,
1758,J1813-1246,J1813-1246,0.048072,1.76E-14,NAN,
1759,J1813-1749,J1813-1749,0.044699,1.27E-13,NAN,
1760,J1813+1822,J1813+1822,0.336425,2.1E-17,NAN,
1761,J1813-2113,J1813-2113,0.426466,2.08E-15,NAN,
1762,J1813-2242,J1813-2242,0.328514,4.78E-17,NAN,
1763,J1813-2621,J1813-2621,0.00443,1.25E-20,He,
1764,B1811+40,J1813+4013,0.931089,2.55E-15,NAN,
1765,J1814-0521,J1814-0521,1.014219,8.84E-16,NAN,
1766,J1814-0618,J1814-0618,1.377868,2.92E-16,NAN,
1767,J1814+1130,J1814+1130,0.751261,1.66E-15,NAN,
1768,J1814-1649,J1814-1649,0.957464,6.33E-15,NAN,
1769,J1814-1744,J1814-1744,3.975905,7.45E-13,NAN,
1770,J1814+22,J1814+22,0.2537,NAN,NAN,
1771,J1815-1738,J1815-1738,0.198436,7.79E-14,NAN,
1772,J1815-1910,J1815-1910,1.249924,3.63E-14,NAN,
1773,J1815+5546,J1815+5546,0.426844,9.47E-17,NAN,
1774,J1816-0755,J1816-0755,0.217643,6.48E-15,NAN,
1775,J1816-1446,J1816-1446,0.5945,1.33E-15,NAN,
1776,B1813-17,J1816-1729,0.782313,7.26E-15,NAN,
1777,B1813-26,J1816-2650,0.592885,6.64E-17,NAN,
1778,J1816+4510,J1816+4510,0.003193,4.31E-20,MS,
1779,J1816-5643,J1816-5643,0.217923,1.93E-18,NAN,
1780,J1817-0743,J1817-0743,0.438095,-2.3E-18,NAN,
1781,J1817-1511,J1817-1511,0.224604,1.43E-15,NAN,
1782,J1817-1742,J1817-1742,0.149744,2.06E-14,NAN,
1783,J1817-1938,J1817-1938,2.046838,3.6E-16,NAN,
1784,B1814-23,J1817-2311,0.62547,NAN,NAN,
1785,B1813-36,J1817-3618,0.387019,2.02E-15,NAN,
1786,J1817-3837,J1817-3837,0.384487,5.8E-16,NAN,
1787,J1818-0151,J1818-0151,0.837535,9.11E-15,NAN,
1788,J1818-1116,J1818-1116,0.5448,3.82E-15,NAN,
1789,B1815-14,J1818-1422,0.291489,2.04E-15,NAN,
1790,J1818-1448,J1818-1448,0.281371,6.15E-15,NAN,
1791,J1818-1519,J1818-1519,0.93969,4.11E-15,NAN,
1792,J1818-1541,J1818-1541,0.551134,9.68E-15,NAN,
1793,J1818-1556,J1818-1556,0.952709,7.06E-16,NAN,
1794,J1819-0925,J1819-0925,0.852047,3.13E-15,NAN,
1795,J1819-1008,J1819-1008,0.30149,1.32E-15,NAN,
1796,J1819-1114,J1819-1114,0.294163,5.66E-16,NAN,
1797,J1819-1131,J1819-1131,1.388137,7.61E-16,NAN,
1798,J1819+1305,J1819+1305,1.060364,3.59E-16,NAN,
1799,J1819-1318,J1819-1318,1.515696,5.97E-16,NAN,
1800,J1819-1408,J1819-1408,1.78849,2.59E-15,NAN,
1801,J1819-1458,J1819-1458,4.263213,5.63E-13,NAN,
1802,J1819-1510,J1819-1510,0.226539,7.85E-18,NAN,
1803,J1819-17,J1819-17,2.352135,NAN,NAN,
1804,J1819-1717,J1819-1717,0.393522,3.45E-15,NAN,
1805,B1818-04,J1820-0427,0.598082,6.33E-15,NAN,
1806,J1820-0509,J1820-0509,0.337321,9.32E-16,NAN,
1807,B1817-13,J1820-1346,0.92146,4.5E-15,NAN,
1808,J1820-1529,J1820-1529,0.333243,3.79E-14,NAN,
1809,B1817-18,J1820-1818,0.309905,9.36E-17,NAN,
1810,J1821+0155,J1821+0155,0.033781,2.9E-20,NAN,
1811,J1821-0256,J1821-0256,0.414111,3.72E-17,NAN,
1812,J1821-0331,J1821-0331,0.902316,2.53E-15,NAN,
1813,J1821-1419,J1821-1419,1.65601,8.95E-13,NAN,
1814,J1821-1432,J1821-1432,1.915131,5.37E-15,NAN,
1815,J1821+1715,J1821+1715,1.366682,8.71E-16,NAN,
1816,J1821+4147,J1821+4147,1.261857,1.73E-15,NAN,
1817,J1822+0705,J1822+0705,1.362817,1.75E-15,NAN,
1818,J1822-0848,J1822-0848,0.834839,1.35E-16,He,
1819,J1822-0907,J1822-0907,0.9747,3.55E-16,NAN,
1820,J1822+1120,J1822+1120,1.787037,2.35E-15,NAN,
1821,J1822-1252,J1822-1252,2.07104,8.48E-14,NAN,
1822,B1820-14,J1822-1400,0.214771,9.07E-16,NAN,
1823,J1822-1604,J1822-1604,8.437721,2.14E-14,NAN,
1824,J1822-1617,J1822-1617,0.831156,1.89E-15,NAN,
1825,B1819-22,J1822-2256,1.874269,1.35E-15,NAN,
1826,J1822-4209,J1822-4209,0.456512,4.59E-16,NAN,
1827,J1823-0154,J1823-0154,0.759777,1.13E-15,NAN,
1828,B1821+05,J1823+0550,0.752907,2.27E-16,NAN,
1829,B1820-11,J1823-1115,0.279829,1.38E-15,MS,
1830,J1823-1126,J1823-1126,1.846534,3.65E-14,NAN,
1831,J1823-1347,J1823-1347,0.617107,9.6E-15,NAN,
1832,J1823-1526,J1823-1526,1.625405,4.52E-15,NAN,
1833,J1823-1807,J1823-1807,1.636792,2.79E-16,NAN,
1834,B1820-30A,J1823-3021A,0.00544,3.38E-18,NAN,
1835,B1820-30B,J1823-3021B,0.378596,2.99E-17,NAN,
1836,J1823-3021C,J1823-3021C,0.405936,2.24E-16,NAN,
1837,J1823-3021D,J1823-3021D,0.00302,NAN,NAN,
1838,J1823-3021E,J1823-3021E,0.004394,NAN,NAN,
1839,J1823-3021F,J1823-3021F,0.00485,NAN,NAN,
1840,B1820-31,J1823-3106,0.284054,2.93E-15,NAN,
1841,J1824-0127,J1824-0127,2.499468,3.91E-15,NAN,
1842,J1824-0132,J1824-0132,0.223729,2.82E-17,NAN,
1843,J1824+10,J1824+10,0.00407,NAN,He(?),
1844,B1821-11,J1824-1118,0.435759,3.55E-15,NAN,
1845,J1824-1159,J1824-1159,0.362492,5.38E-15,NAN,
1846,J1824-1350,J1824-1350,1.396599,6.07E-16,NAN,
1847,J1824-1423,J1824-1423,0.359394,3.92E-16,NAN,
1848,J1824-1500,J1824-1500,0.41223,7.58E-16,NAN,
1849,B1821-19,J1824-1945,0.189338,5.24E-15,NAN,
1850,J1824-2233,J1824-2233,1.161743,3.01E-16,NAN,
1851,J1824-2328,J1824-2328,1.505875,1.74E-15,NAN,
1852,B1821-24A,J1824-2452A,0.003054,1.62E-18,NAN,
1853,J1824-2452B,J1824-2452B,0.006547,NAN,NAN,
1854,J1824-2452C,J1824-2452C,0.004159,NAN,NAN,
1855,J1824-2452D,J1824-2452D,0.079832,NAN,NAN,
1856,J1824-2452E,J1824-2452E,0.00542,NAN,NAN,
1857,J1824-2452F,J1824-2452F,0.002451,NAN,NAN,
1858,J1824-2452G,J1824-2452G,0.005909,NAN,UL,
1859,J1824-2452H,J1824-2452H,0.004629,NAN,NAN,
1860,J1824-2452I,J1824-2452I,0.003932,0,He,
1861,J1824-2452J,J1824-2452J,0.004039,NAN,UL,
1862,J1824-2452K,J1824-2452K,0.004461,NAN,NAN,
1863,J1824-2452L,J1824-2452L,0.0041,NAN,UL,
1864,J1824-2537,J1824-2537,0.22332,4.4E-16,NAN,
1865,B1822+00,J1825+0004,0.778949,8.76E-16,NAN,
1866,J1825-0319,J1825-0319,0.004554,6.8E-21,He,
1867,B1822-09,J1825-0935,0.769021,5.24E-14,NAN,
1868,J1825-1108,J1825-1108,1.925872,1.9E-15,NAN,
1869,B1822-14,J1825-1446,0.279187,2.27E-14,NAN,
1870,J1825-31,J1825-31,2.382,NAN,NAN,
1871,J1825-33,J1825-33,1.2712,NAN,NAN,
1872,B1823-11,J1826-1131,2.093136,4.91E-15,NAN,
1873,J1826-1256,J1826-1256,0.110224,1.21E-13,NAN,
1874,B1823-13,J1826-1334,0.101487,7.53E-14,NAN,
1875,J1826-1419,J1826-1419,0.77062,8.78E-15,NAN,
1876,J1826-1526,J1826-1526,0.382073,1.08E-15,NAN,
1877,J1826-2415,J1826-2415,0.004696,1.74E-20,NAN,
1878,J1827-0750,J1827-0750,0.270502,1.54E-15,NAN,
1879,J1827-0934,J1827-0934,0.512548,7.23E-15,NAN,
1880,B1824-10,J1827-0958,0.245757,1E-15,NAN,
1881,J1827-1446,J1827-1446,0.499187,4.53E-14,NAN,
1882,J1828-0611,J1828-0611,0.269415,1.46E-15,NAN,
1883,J1828+0625,J1828+0625,0.00363,NAN,NAN,
1884,J1828-1007,J1828-1007,0.153197,6.13E-16,NAN,
1885,J1828-1057,J1828-1057,0.246328,2.07E-14,NAN,
1886,J1828-1101,J1828-1101,0.072052,1.48E-14,NAN,
1887,J1828-1336,J1828-1336,0.860332,9.95E-16,NAN,
1888,J1828+1359,J1828+1359,0.74164,7.29E-16,NAN,
1889,J1828-2119,J1828-2119,0.514523,1.27E-15,NAN,
1890,J1829+0000,J1829+0000,0.199147,5.25E-16,NAN,
1891,J1829-0734,J1829-0734,0.318401,4.79E-15,NAN,
1892,J1829-1011,J1829-1011,0.829166,-5E-18,NAN,
1893,B1826-17,J1829-1751,0.307133,5.55E-15,NAN,
1894,J1829+2456,J1829+2456,0.04101,5.25E-20,NS,
1895,J1830-0052,J1830-0052,0.345698,2.37E-16,NAN,
1896,J1830-0131,J1830-0131,0.152512,2.11E-15,NAN,
1897,J1830-10,J1830-10,0.24526,NAN,NAN,
1898,B1828-11,J1830-1059,0.405043,6E-14,NAN,
1899,J1830-1135,J1830-1135,6.221553,4.77E-14,NAN,
1900,J1830-1313,J1830-1313,0.747188,1.71E-15,NAN,
1901,J1830-1414,J1830-1414,0.771493,7.62E-17,NAN,
1902,J1831-0823,J1831-0823,0.612133,3.09E-16,NAN,
1903,J1831-0952,J1831-0952,0.067267,8.32E-15,NAN,
1904,J1831-1223,J1831-1223,2.857941,5.47E-15,NAN,
1905,J1831-1329,J1831-1329,2.165679,2.99E-15,NAN,
1906,J1831-1423,J1831-1423,0.507945,1.09E-15,NAN,
1907,J1832+0029,J1832+0029,0.533917,1.51E-15,NAN,
1908,J1832-0644,J1832-0644,0.744295,3.71E-14,NAN,
1909,B1829-08,J1832-0827,0.647338,6.39E-14,NAN,
1910,J1832-0836,J1832-0836,0.002719,8.27E-21,NAN,
1911,B1829-10,J1832-1021,0.330354,4.2E-15,NAN,
1912,J1832+27,J1832+27,0.6318,NAN,NAN,
1913,J1832-28,J1832-28,0.1993,NAN,NAN,
1914,J1833-0209,J1833-0209,0.291931,2.75E-15,NAN,
1915,B1831-03,J1833-0338,0.686733,4.16E-14,NAN,
1916,J1833-0556,J1833-0556,1.521545,1.28E-15,NAN,
1917,J1833-0559,J1833-0559,0.483459,1.23E-14,NAN,
1918,B1830-08,J1833-0827,0.085284,9.17E-15,NAN,
1919,J1833-0831,J1833-0831,7.565408,3.43E-12,NAN,
1920,J1833-1034,J1833-1034,0.061884,2.02E-13,NAN,
1921,J1833-1055,J1833-1055,0.63364,5.27E-16,NAN,
1922,B1828-60,J1833-6023,1.889436,2.7E-16,NAN,
1923,B1831-00,J1834-0010,0.520954,1.05E-17,UL,
1924,J1834-0031,J1834-0031,0.329532,4.49E-16,NAN,
1925,B1831-04,J1834-0426,0.290108,7.19E-17,NAN,
1926,J1834-0602,J1834-0602,0.487914,1.83E-15,NAN,
1927,J1834-0633,J1834-0633,0.317315,6.04E-16,NAN,
1928,J1834-0731,J1834-0731,0.51298,5.82E-14,NAN,
1929,J1834-0742,J1834-0742,0.788354,3.25E-14,NAN,
1930,J1834-0812,J1834-0812,0.491142,9.96E-15,NAN,
1931,J1834-0845,J1834-0845,2.482302,7.96E-12,NAN,
1932,J1834-09,J1834-09,0.512327,NAN,NAN,
1933,J1834+10,J1834+10,1.172719,NAN,NAN,
1934,J1834-1202,J1834-1202,0.610259,6.74E-18,NAN,
1935,J1834-1710,J1834-1710,0.358306,4.69E-17,NAN,
1936,J1834-1855,J1834-1855,1.465656,1.93E-15,NAN,
1937,J1835-0114,J1835-0114,0.005116,7E-21,He,
1938,J1835-0349,J1835-0349,0.841865,3.06E-15,NAN,
1939,J1835-0522,J1835-0522,1.087749,4.73E-16,NAN,
1940,B1832-06,J1835-0643,0.30583,4.05E-14,NAN,
1941,J1835-0847,J1835-0847,0.846494,4.85E-16,NAN,
1942,J1835-0924,J1835-0924,0.859192,2.14E-14,NAN,
1943,J1835-09242,J1835-09242,0.235249,1.18E-17,NAN,
1944,J1835-0928,J1835-0928,0.621734,9.69E-16,NAN,
1945,J1835-0944,J1835-0944,0.145347,4.39E-15,NAN,
1946,J1835-0946,J1835-0946,0.379536,4.32E-17,NAN,
1947,J1835-1020,J1835-1020,0.30245,5.92E-15,NAN,
1948,J1835-1106,J1835-1106,0.165907,2.06E-14,NAN,
1949,J1835-1548,J1835-1548,0.670486,1.74E-15,NAN,
1950,J1835-3259A,J1835-3259A,0.003889,NAN,NAN,
1951,B1834-04,J1836-0436,0.354237,1.66E-15,NAN,
1952,J1836-0517,J1836-0517,0.457245,1.3E-15,NAN,
1953,B1834-10,J1836-1008,0.562711,1.18E-14,NAN,
1954,J1836-11,J1836-11,0.496193,NAN,NAN,
1955,J1836-1324,J1836-1324,0.178756,1.04E-15,NAN,
1956,J1836-2354A,J1836-2354A,0.003354,2.32E-21,UL,
1957,J1836-2354B,J1836-2354B,0.003232,-4.8E-22,NAN,
1958,J1836+5925,J1836+5925,0.173264,1.5E-15,NAN,
1959,J1837-0045,J1837-0045,0.617037,1.68E-15,NAN,
1960,J1837+0053,J1837+0053,0.473513,3.77E-17,NAN,
1961,J1837-0559,J1837-0559,0.201063,3.3E-15,NAN,
1962,J1837-0604,J1837-0604,0.096294,4.52E-14,NAN,
1963,B1834-06,J1837-0653,1.905809,7.72E-16,NAN,
1964,J1837-0822,J1837-0822,1.099196,1.21E-16,He,
1965,J1837+1221,J1837+1221,1.963532,6.2E-15,NAN,
1966,J1837-1243,J1837-1243,1.876019,3.65E-14,NAN,
1967,J1837-1837,J1837-1837,0.618358,5.5E-15,NAN,
1968,J1838-01,J1838-01,0.183295,NAN,NAN,
1969,J1838-0107,J1838-0107,0.444426,5.46E-18,NAN,
1970,J1838-0453,J1838-0453,0.380831,1.16E-13,NAN,
1971,J1838-0537,J1838-0537,0.145708,4.72E-13,NAN,
1972,J1838-0549,J1838-0549,0.235303,3.34E-14,NAN,
1973,J1838-0624,J1838-0624,0.927178,7.74E-17,NAN,
1974,J1838-0655,J1838-0655,0.070498,4.92E-14,NAN,
1975,J1838-1046,J1838-1046,1.218354,3.08E-15,NAN,
1976,J1838+1523,J1838+1523,0.549161,2.03E-17,NAN,
1977,J1838+1650,J1838+1650,1.901967,2.68E-15,NAN,
1978,J1838-1849,J1838-1849,0.488242,4E-17,NAN,
1979,J1839-0141,J1839-0141,0.933266,5.94E-15,NAN,
1980,J1839-0223,J1839-0223,1.26679,4.76E-15,NAN,
1981,J1839-0321,J1839-0321,0.238778,1.25E-14,NAN,
1982,J1839-0332,J1839-0332,2.675682,4.76E-15,NAN,
1983,J1839-0402,J1839-0402,0.52094,7.69E-15,NAN,
1984,J1839-0436,J1839-0436,0.149461,8.1E-16,NAN,
1985,J1839-0459,J1839-0459,0.585319,3.31E-15,NAN,
1986,J1839-0627,J1839-0627,0.484914,1.32E-16,NAN,
1987,J1839-0643,J1839-0643,0.449548,3.64E-15,NAN,
1988,J1839-0905,J1839-0905,0.418969,2.6E-14,NAN,
1989,J1839-1238,J1839-1238,1.911428,4.95E-15,NAN,
1990,J1840+0214,J1840+0214,0.797478,8.29E-15,NAN,
1991,J1840-0445,J1840-0445,0.422316,1.13E-14,NAN,
1992,J1840-0559,J1840-0559,0.859368,9.6E-15,NAN,
1993,J1840-0626,J1840-0626,1.893353,2.3E-14,NAN,
1994,J1840-0643,J1840-0643,0.035578,2.2E-16,He,
1995,J1840-0753,J1840-0753,0.437869,1E-16,NAN,
1996,J1840-0809,J1840-0809,0.955672,2.35E-15,NAN,
1997,J1840-0815,J1840-0815,1.09644,2.42E-15,NAN,
1998,J1840-0840,J1840-0840,5.309377,2.37E-14,NAN,
1999,J1840-1122,J1840-1122,0.940962,6.41E-15,NAN,
2000,J1840-1207,J1840-1207,0.75447,3.2E-15,NAN,
2001,J1840-1419,J1840-1419,6.597563,6.35E-15,NAN,
2002,B1839+56,J1840+5640,1.652862,1.49E-15,NAN,
2003,J1841+0130,J1841+0130,0.029773,8.17E-18,He,
2004,J1841-0157,J1841-0157,0.663321,1.81E-14,NAN,
2005,J1841-0310,J1841-0310,1.657656,3.35E-16,NAN,
2006,J1841-0345,J1841-0345,0.204068,5.79E-14,NAN,
2007,J1841-04,J1841-04,NAN,NAN,NAN,
2008,B1838-04,J1841-0425,0.186149,6.39E-15,NAN,
2009,J1841-0456,J1841-0456,11.788978,4.09E-11,NAN,
2010,J1841-0500,J1841-0500,0.912914,3.48E-14,NAN,
2011,J1841-0524,J1841-0524,0.445749,2.34E-13,NAN,
2012,B1839+09,J1841+0912,0.381319,1.09E-15,NAN,
2013,J1841-1404,J1841-1404,1.334557,6.41E-16,NAN,
2014,J1841-7845,J1841-7845,0.353603,1.6E-16,NAN,
2015,J1842-0153,J1842-0153,1.054228,6.72E-15,NAN,
2016,J1842+0257,J1842+0257,3.088256,2.96E-14,NAN,
2017,J1842-0309,J1842-0309,0.40492,4.52E-15,NAN,
2018,J1842+0358,J1842+0358,0.233326,8.11E-16,NAN,
2019,B1839-04,J1842-0359,1.839944,5.09E-16,NAN,
2020,J1842-0415,J1842-0415,0.526682,2.19E-14,NAN,
2021,J1842-0612,J1842-0612,0.564475,2.2E-17,NAN,
2022,J1842+0638,J1842+0638,0.313016,7.6E-17,NAN,
2023,J1842-0800,J1842-0800,1.255469,1.94E-16,NAN,
2024,J1842-0905,J1842-0905,0.344643,1.05E-14,NAN,
2025,J1842+1332,J1842+1332,0.471604,2.29E-16,NAN,
2026,J1842-27,J1842-27,0.815269,NAN,NAN,
2027,J1843-0000,J1843-0000,0.88033,7.79E-15,NAN,
2028,J1843-0050,J1843-0050,0.782598,2.49E-16,NAN,
2029,J1843+01,J1843+01,1.26702,NAN,NAN,
2030,J1843-0137,J1843-0137,0.669872,2.47E-15,NAN,
2031,J1843-0211,J1843-0211,2.027524,1.44E-14,NAN,
2032,J1843-0355,J1843-0355,0.132314,1.04E-15,NAN,
2033,J1843-0408,J1843-0408,0.781934,2.39E-15,NAN,
2034,J1843-0459,J1843-0459,0.754963,8.54E-16,NAN,
2035,J1843-0510,J1843-0510,0.671614,3.89E-15,NAN,
2036,J1843-0702,J1843-0702,0.191614,2.14E-15,NAN,
2037,J1843-0744,J1843-0744,0.475393,1.33E-14,NAN,
2038,J1843-0806,J1843-0806,0.536414,1.74E-14,NAN,
2039,J1843-1113,J1843-1113,0.001846,9.55E-21,NAN,
2040,J1843-1448,J1843-1448,0.005471,6.21E-21,NAN,
2041,J1843-1507,J1843-1507,0.58355,7.2E-15,NAN,
2042,J1843+2024,J1843+2024,3.406539,1.04E-15,NAN,
2043,J1843-40,J1843-40,0.324187,NAN,NAN,
2044,J1844+00,J1844+00,0.460503,NAN,NAN,
2045,J1844-0030,J1844-0030,0.641098,6.08E-15,NAN,
2046,J1844+0115,J1844+0115,0.004186,1.07E-20,He,
2047,B1842-02,J1844-0244,0.507722,1.67E-14,NAN,
2048,J1844-0256,J1844-0256,0.272963,NAN,NAN,
2049,J1844-03,J1844-03,6.97127,NAN,NAN,
2050,J1844-0302,J1844-0302,1.19863,7.81E-15,NAN,
2051,J1844-0310,J1844-0310,0.525049,1.02E-14,NAN,
2052,J1844-0346,J1844-0346,0.112855,1.55E-13,NAN,
2053,B1841-04,J1844-0433,0.991027,3.91E-15,NAN,
2054,J1844-0452,J1844-0452,0.269443,6.8E-16,NAN,
2055,J1844-0502,J1844-0502,0.335163,6.18E-17,NAN,
2056,B1841-05,J1844-0538,0.255699,9.71E-15,NAN,
2057,B1842+14,J1844+1454,0.375463,1.87E-15,NAN,
2058,J1844+41,J1844+41,0.9157,NAN,NAN,
2059,J1845-0316,J1845-0316,0.207636,8.86E-15,NAN,
2060,B1842-04,J1845-0434,0.486751,1.13E-14,NAN,
2061,J1845-0545,J1845-0545,1.092348,1.34E-14,NAN,
2062,J1845+0623,J1845+0623,1.421654,5.46E-16,NAN,
2063,J1845-0635,J1845-0635,0.340528,4.49E-15,NAN,
2064,J1845-0743,J1845-0743,0.104695,3.67E-16,NAN,
2065,J1845-0826,J1845-0826,0.634354,9.35E-15,NAN,
2066,J1845-1114,J1845-1114,0.20622,2.01E-15,NAN,
2067,J1845-1351,J1845-1351,2.618918,9.72E-15,NAN,
2068,J1846+0051,J1846+0051,0.434373,1.12E-14,NAN,
2069,J1846-0257,J1846-0257,4.476723,1.61E-13,NAN,
2070,J1846-0258,J1846-0258,0.326571,7.11E-12,NAN,
2071,J1846-0749,J1846-0749,0.35011,1.26E-15,NAN,
2072,J1846-07492,J1846-07492,0.86138,5.19E-15,NAN,
2073,J1846+0919,J1846+0919,0.225551,9.93E-15,NAN,
2074,J1846-4249,J1846-4249,2.273,NAN,NAN,
2075,J1846-7403,J1846-7403,4.878839,6.06E-15,NAN,
2076,J1847-0130,J1847-0130,6.707046,1.27E-12,NAN,
2077,B1844-04,J1847-0402,0.597809,5.17E-14,NAN,
2078,J1847-0427,J1847-0427,0.259247,5.9E-18,NAN,
2079,J1847-0438,J1847-0438,0.957991,1.09E-14,NAN,
2080,J1847-0443,J1847-0443,0.340832,2.83E-17,NAN,
2081,J1847-0605,J1847-0605,0.778164,4.65E-15,NAN,
2082,J1848-0023,J1848-0023,0.537624,1.61E-15,NAN,
2083,J1848-0055,J1848-0055,0.274557,1.35E-15,NAN,
2084,B1845-01,J1848-0123,0.659432,5.25E-15,NAN,
2085,J1848+0351,J1848+0351,0.191443,6.73E-17,NAN,
2086,J1848-0511,J1848-0511,1.637129,8.86E-15,NAN,
2087,J1848-0601,J1848-0601,0.225004,2.87E-16,NAN,
2088,J1848+0604,J1848+0604,2.218603,3.74E-15,NAN,
2089,J1848+0647,J1848+0647,0.505957,8.75E-15,NAN,
2090,J1848+0826,J1848+0826,0.328665,2.72E-16,NAN,
2091,J1848-1150,J1848-1150,1.312218,1.43E-15,NAN,
2092,J1848+12,J1848+12,0.75473,NAN,NAN,
2093,J1848-1243,J1848-1243,0.414383,4.41E-16,NAN,
2094,J1848-1414,J1848-1414,0.29777,1.41E-17,NAN,
2095,J1848+15,J1848+15,2.2338,NAN,NAN,
2096,B1845-19,J1848-1952,4.30819,2.33E-14,NAN,
2097,J1849-0001,J1849-0001,0.038519,1.42E-14,NAN,
2098,J1849-0040,J1849-0040,0.672481,1.11E-14,NAN,
2099,J1849+0127,J1849+0127,0.542155,2.8E-14,NAN,
2100,J1849-0317,J1849-0317,0.668408,2.2E-14,NAN,
2101,J1849+0409,J1849+0409,0.761194,2.16E-14,NAN,
2102,J1849-0614,J1849-0614,0.953384,5.39E-14,NAN,
2103,B1846-06,J1849-0636,1.451319,4.62E-14,NAN,
2104,J1849+2423,J1849+2423,0.275641,1.53E-16,NAN,
2105,J1849+25,J1849+25,0.5193,NAN,NAN,
2106,J1850-0006,J1850-0006,2.191498,4.32E-15,NAN,
2107,J1850-0026,J1850-0026,0.166634,3.91E-14,NAN,
2108,J1850+0026,J1850+0026,1.081844,3.59E-16,NAN,
2109,J1850-0031,J1850-0031,0.734185,1.26E-15,NAN,
2110,J1850+0124,J1850+0124,0.00356,1.09E-20,He,
2111,J1850+0242,J1850+0242,0.00448,1.63E-19,UL,
2112,J1850+0423,J1850+0423,0.290716,9.14E-17,NAN,
2113,B1848+13,J1850+1335,0.345582,1.49E-15,NAN,
2114,J1850+15,J1850+15,1.383965,NAN,NAN,
2115,J1851-0029,J1851-0029,0.518721,4.74E-15,NAN,
2116,J1851-0053,J1851-0053,1.409065,8.74E-16,NAN,
2117,J1851-0114,J1851-0114,0.953182,2.48E-15,NAN,
2118,J1851+0118,J1851+0118,0.906977,1.37E-13,NAN,
2119,J1851+0233,J1851+0233,0.344018,2.18E-15,NAN,
2120,J1851-0241,J1851-0241,0.435194,7.96E-15,NAN,
2121,B1848+04,J1851+0418,0.284697,1.09E-15,NAN,
2122,B1848+12,J1851+1259,1.205303,1.15E-14,NAN,
2123,J1852+0008,J1852+0008,0.467894,5.68E-15,NAN,
2124,J1852+0013,J1852+0013,0.957751,1.4E-14,NAN,
2125,B1849+00,J1852+0031,2.180195,9.7E-14,NAN,
2126,J1852+0033,J1852+0033,11.558713,0,NAN,
2127,J1852+0040,J1852+0040,0.104913,8.68E-18,NAN,
2128,J1852-0118,J1852-0118,0.451473,1.76E-15,NAN,
2129,J1852-0127,J1852-0127,0.428979,5.15E-15,NAN,
2130,J1852+0305,J1852+0305,1.326149,1.02E-16,NAN,
2131,J1852-0635,J1852-0635,0.524157,1.46E-14,NAN,
2132,J1852-2610,J1852-2610,0.336337,8.77E-17,NAN,
2133,J1853-0004,J1853-0004,0.101436,5.57E-15,NAN,
2134,J1853+0011,J1853+0011,0.397882,3.35E-14,NAN,
2135,J1853+0056,J1853+0056,0.275578,2.14E-14,NAN,
2136,J1853+03,J1853+03,0.58553,NAN,NAN,
2137,J1853+04,J1853+04,1.32065,NAN,NAN,
2138,J1853+0505,J1853+0505,0.905137,1.28E-15,NAN,
2139,J1853+0545,J1853+0545,0.1264,6.12E-16,NAN,
2140,J1853-0649,J1853-0649,1.048132,1.55E-15,NAN,
2141,J1853+0853,J1853+0853,3.914658,5.13E-15,NAN,
2142,J1853+1303,J1853+1303,0.004092,8.72E-21,He,
2143,J1854+00,J1854+00,0.76733,NAN,NAN,
